the_geom,Short_Name,School_ID,Network,Address,Zip,Governance,Grade_Cat,Grades,Lat,Long,Phone,GeoNetwork,COMMAREA,WARD_15,ALD_15
POINT (-87.6649691328381 41.868575878584245),STEM,610548,Network 6,1522 W FILLMORE ST,60607,District,ES,"K, 1, 2, 3, 4, 5, 6, 7",41.8685758794,-87.6649691328,1(773)534-7300,6,NEAR WEST SIDE,28,Jason C. Ervin
POINT (-87.75406405298797 41.895677725009506),BANNER WEST HS,610555,Options,819 N LEAMINGTON AVE,60651,ALOP,HS,"9, 10, 11, 12",41.8956777258,-87.754064053,1(773)854-1188,3,AUSTIN,37,Emma M. Mitts
POINT (-87.70406006783527 41.73523902189959),PATHWAYS - ASHBURN HS,610557,Options,3284 W 87TH ST,60652,ALOP,HS,"9, 10, 11, 12",41.7352390227,-87.7040600678,1(773)434-6300,10,ASHBURN,18,Lona Lane
POINT (-87.70734534806047 41.753749801742536),GOODE HS,610558,Network 10,7651 S HOMAN AVE,60652,District,HS,"9, 10, 11, 12",41.7537498025,-87.7073453481,1(773)535-7875,10,ASHBURN,18,Lona Lane
POINT (-87.68977977275121 41.80649141085714),SHIELDS MIDDLE,610559,Network 8,2611 W 48TH ST,60632,District,ES,"5, 6, 7, 8",41.8064914117,-87.6897797727,1(773)535-7115,8,BRIGHTON PARK,14,Edward M. Burke
POINT (-87.6833013465923 41.87694744316895),CRANE MEDICAL HS,610561,Network 6,2245 W JACKSON BLVD,60612,District,HS,"9, 10, 11",41.876947444,-87.6833013466,1(773)534-7600,6,NEAR WEST SIDE,27,"Walter Burnett, Jr."
POINT (-87.6775413678762 41.80841254258602),BACK OF THE YARDS HS,610563,Network 8,2111 W 47TH ST,60609,District,HS,"9, 10, 11",41.8084125434,-87.6775413679,1(773)535-7320,8,NEW CITY,15,Toni L. Foulkes
POINT (-87.72136351133383 41.95248766939361),DISNEY II HS,610564,ISP,3900 N LAWNDALE AVE,60618,District,HS,"7, 8, 9, 10, 11",41.9524876702,-87.7213635113,1(773)534-5010,1,IRVING PARK,45,John Arena
POINT (-87.64912434695815 41.763895973300585),CAMELOT - EXCEL ENGLEWOOD HS,610565,Options,7141 S MORGAN ST,60621,Contract,HS,"9, 10, 11, 12",41.7638959741,-87.6491243469,1(773)675-6674,11,ENGLEWOOD,6,Roderick T. Sawyer
POINT (-87.70660367604683 41.86647785082858),MAGIC JOHNSON - N LAWNDALE HS,610566,Options,3222 W ROOSEVELT RD,60624,ALOP,HS,"9, 10, 11, 12",41.8664778516,-87.706603676,1(773)826-1137,5,NORTH LAWNDALE,24,Michael D. Chandler
POINT (-87.64269696865162 41.69515983901628),MAGIC JOHNSON - ROSELAND HS,610567,Options,10928 S. HALSTED AVE,60661,ALOP,HS,"9, 10, 11, 12",41.6951598398,-87.6426969686,1(773)468-1505,13,MORGAN PARK,34,Carrie M. Austin
POINT (-87.70520632190492 41.939433209108394),PATHWAYS - AVONDALE HS,610568,Options,3100 W BELMONT AVE,60618,ALOP,HS,"9, 10, 11, 12",41.9394332099,-87.7052063219,1(773)588-5007,4,AVONDALE,33,Deborah Mell
POINT (-87.80668177211628 42.017171238947576),OMBUDSMAN - NORTHWEST HS,610569,Options,7500 N HARLEM AVE,60631,ALOP,HS,"9, 10, 11, 12",42.0171712398,-87.8066817721,1(312)806-9022,1,EDISON PARK,41,Mary O'Connor
POINT (-87.68363453082763 41.78302658059831),OMBUDSMAN - SOUTH HS,610570,Options,6057 S. WESTERN AVE,60635,ALOP,HS,"9, 10, 11, 12",41.7830265814,-87.6836345308,1(773)498-5085 x6803,10,CHICAGO LAWN,16,JoAnn Thompson
POINT (-87.68784229509059 41.874672994282946),OMBUDSMAN - WEST HS,610571,Options,2401 W. CONGRESS PKWY,60612,ALOP,HS,"9, 10, 11, 12",41.8746729951,-87.6878422951,1(312)243-1550,6,NEAR WEST SIDE,28,Jason C. Ervin
POINT (-87.64628397532752 41.76872909036085),MAGIC JOHNSON - ENGLEWOOD HS,610582,Options,845 W. 69TH STREET,60621,ALOP,HS,"9, 10, 11, 12",41.7687290912,-87.6462839753,1(773)962-9256,11,ENGLEWOOD,6,Roderick T. Sawyer
POINT (-87.6878889934761 41.90292503117001),MAGIC JOHNSON - HUMBOLDT PK HS,610580,Options,2421 W. DIVISION,60622,ALOP,HS,"9, 10, 11, 12",41.902925032,-87.6878889935,1(773)276-0620,5,WEST TOWN,26,Roberto Maldonado
POINT (-87.55990690212751 41.74267138180483),GREAT LAKES,400168,Charter,8401 S SAGINAW AVE,60617,Charter,ES,"K, 1, 2",41.7426713826,-87.5599069021,1(773)503-3040,12,SOUTH CHICAGO,7,Gregory Mitchell
POINT (-87.55051275982352 41.75311714101605),CAMELOT SAFE ES,610572,Options,7877 S COLES AVE,60603,Safe,ES,"4, 5, 6, 7, 8",41.7531171418,-87.5505127598,1(773)902-2487,12,SOUTH SHORE,7,Gregory Mitchell
POINT (-87.6464131367942 41.929849851985445),ALCOTT ES,609774,Network 4,2625 N ORCHARD ST,60614,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9298498528,-87.6464131368,1(773)534-5460,4,LINCOLN PARK,43,Michele Smith
POINT (-87.70018447219638 41.84774672194433),SPRY ES,610184,Network 7,2400 S MARSHALL BLVD,60623,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8477467228,-87.7001844722,1(773)534-1700,7,SOUTH LAWNDALE,12,George A. Cardenas
POINT (-87.62929656939367 41.89997648907867),OGDEN ES,610101,Network 6,24 W WALTON ST,60610,District,ES,"K, 1, 2, 3, 4, 5",41.8999764899,-87.6292965694,1(773)534-8110,6,NEAR NORTH SIDE,2,Bob Fioretti
POINT (-87.73067837614433 41.95046050541308),DISNEY II ES,610515,Network 1,3815 N KEDVALE AVE,60641,District,ES,"PK, K, 1, 2, 3, 4, 5, 6",41.9504605062,-87.7306783761,1(773)534-3750,1,IRVING PARK,45,John Arena
POINT (-87.5518035520084 41.75311490093142),CAMELOT SAFE HS,610573,Options,7877 S COLES AVE,60603,Safe,HS,"9, 10, 11, 12",41.7531149017,-87.551803552,1(773)902-2487,12,SOUTH SHORE,7,Gregory Mitchell
POINT (-87.73948468848256 41.884503266985355),CAMELOT SAFE - GARFIELD HS,610585,Options,230 N. KOLMAR AVE,60624,Safe,HS,"9, 10, 11, 12",41.8845032678,-87.7394846885,TBD,5,WEST GARFIELD PARK,28,Jason C. Ervin
POINT (-87.66313972978341 41.731492301878724),MAGIC JOHNSON - BRAINERD HS,610581,Options,8908 S. ASHLAND AVE,60620,ALOP,HS,"9, 10, 11, 12",41.7314923027,-87.6631397298,1(773)238-2677,11,WASHINGTON HEIGHTS,21,"Howard B. Brookins, Jr."
POINT (-87.73948390622063 41.88360568417703),CAMELOT SAFE - GARFIELD ES,610584,Options,230 N. KOLMAR AVE,60624,Safe,ES,"6, 7, 8",41.883605685,-87.7394839062,TBD,5,WEST GARFIELD PARK,28,Jason C. Ervin
POINT (-87.71820414376963 41.935726466269834),ASPIRA - BUSINESS & FINANCE HS,400172,Charter,2989 N. MILWAUKEE AVE,60618,Charter,HS,9,41.9357264671,-87.7182041438,1(773)252-0970,4,AVONDALE,30,Ariel E. Reboyras
POINT (-87.75542435392758 41.88826258027161),MOVING EVEREST,400178,Charter,416 N. LARAMIE AVE,60644,Charter,ES,"K, 1",41.8882625811,-87.7554243539,TBD,3,AUSTIN,37,Emma M. Mitts
POINT (-87.52798507716913 41.70485859058478),SOUTHEAST,610586,Network 13,3930 E 105TH ST,60617,District,ES,"K, 1, 2, 3, 4, 5, 6",41.7048585914,-87.5279850772,773-535-8040,13,EAST SIDE,10,Susie Sadlowski Garza
POINT (-87.7280034887345 41.800135976403176),NOBLE - MANSUETO HS,400179,Charter,5101 S KEELER AVE,60632,Charter,HS,"9, 10, 11, 12",41.8001359772,-87.7280034887,TBD,8,ARCHER HEIGHTS,23,Michael R. Zalewski
POINT (-87.72661479996482 41.89380503675415),KIPP ONE,400180,Charter,730 N PULASKI RD,60651,Charter,ES,"K, 5",41.8938050376,-87.7266148,TBD,5,HUMBOLDT PARK,37,Emma M. Mitts
POINT (-87.6122391052473 41.80120416594358),DYETT ARTS HS,610587,Network 9,555 E 51ST ST,60615,District,HS,9,41.8012041667,-87.6122391052,(773)535-1825,9,WASHINGTON PARK,4,"William ""Will"" D. Burns"
POINT (-87.67413840184999 41.87631672731323),YCCS - VIRTUAL HS,400142,Options,1900 W VAN BUREN ST,60612,Charter,HS,"10, 11, 12",41.8763167281,-87.6741384018,1(312)429-0027,6,NEAR WEST SIDE,27,"Walter Burnett, Jr."
POINT (-87.62654159666397 41.88546443651102),COMMUNITY SERVICES WEST HS,400038,Options,180 N WABASH AVE,60601,District,HS,"11, 12",41.8854644373,-87.6265415967,1(773)522-5133,6,LOOP,42,Brendan M. Reilly
POINT (-87.66354080852189 41.90307017951493),PROLOGUE - EARLY COLLEGE HS,400070,Options,1135 N CLEAVER ST,60622,District,HS,"9, 10, 11, 12",41.9030701803,-87.6635408085,1(773)935-9925,6,WEST TOWN,27,"Walter Burnett, Jr."
